Techniques,Rule
T1547,sigma-master/rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_wow6432node_classes.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_winsat.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_winsat.yml
T1548,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_winsat.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_system_scripts.yml
T1547,sigma-master/rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_system_scripts.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_blackbyte_ransomware.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_blackbyte_ransomware.yml
EXECUTION,sigma-master/rules/windows/registry/registry_set/registry_set_office_enable_dde.yml
T1559,sigma-master/rules/windows/registry/registry_set/registry_set_office_enable_dde.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_hide_file.yml
T1564,sigma-master/rules/windows/registry/registry_set/registry_set_hide_file.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_add_load_service_in_safe_mode.yml
T1564,sigma-master/rules/windows/registry/registry_set/registry_set_add_load_service_in_safe_mode.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_change_security_zones.yml
T1137,sigma-master/rules/windows/registry/registry_set/registry_set_change_security_zones.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_sdclt.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_sdclt.yml
T1548,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_sdclt.yml
2019-04-001,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_sdclt.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_defender_exclusions.yml
T1562,sigma-master/rules/windows/registry/registry_set/registry_set_defender_exclusions.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_telemetry_persistence.yml
T1053,sigma-master/rules/windows/registry/registry_set/registry_set_telemetry_persistence.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_hide_fonction_user.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_hide_fonction_user.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_outlook_registry_webview.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_outlook_registry_webview.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_disable_microsoft_office_security_features.yml
T1562,sigma-master/rules/windows/registry/registry_set/registry_set_disable_microsoft_office_security_features.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_file_association_exefile.yml
EXECUTION,sigma-master/rules/windows/registry/registry_add/registry_add_mal_ursnif.yml
T1112,sigma-master/rules/windows/registry/registry_add/registry_add_mal_ursnif.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_add/registry_add_mal_netwire.yml
T1112,sigma-master/rules/windows/registry/registry_add/registry_add_mal_netwire.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_add/registry_add_sysinternals_sdelete_registry_keys.yml
T1070,sigma-master/rules/windows/registry/registry_add/registry_add_sysinternals_sdelete_registry_keys.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_add/registry_add_persistence_key_linking.yml
T1546,sigma-master/rules/windows/registry/registry_add/registry_add_persistence_key_linking.yml
T1037,sigma-master/rules/windows/registry/registry_add/registry_add_logon_scripts_userinitmprlogonscript_reg.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_add/registry_add_logon_scripts_userinitmprlogonscript_reg.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/registry/registry_add/registry_add_logon_scripts_userinitmprlogonscript_reg.yml
RESOURCE_DEVELOPMENT,sigma-master/rules/windows/registry/registry_add/registry_add_sysinternals_eula_accepted.yml
T1588,sigma-master/rules/windows/registry/registry_add/registry_add_sysinternals_eula_accepted.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_sd_value_scheduled_task_hide.yml
T1562,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_sd_value_scheduled_task_hide.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_delete/registry_delete_mstsc_history_cleared.yml
T1070,sigma-master/rules/windows/registry/registry_delete/registry_delete_mstsc_history_cleared.yml
T1112,sigma-master/rules/windows/registry/registry_delete/registry_delete_mstsc_history_cleared.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_amsi_registry_key.yml
T1562,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_amsi_registry_key.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_com_hijacking_registry_key.yml
T1112,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_com_hijacking_registry_key.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_new_dll_added_to_appcertdlls_registry_key.yml
T1546,sigma-master/rules/windows/registry/registry_event/registry_event_new_dll_added_to_appcertdlls_registry_key.yml
T1564,sigma-master/rules/windows/registry/registry_event/registry_event_crashdump_disabled.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_crashdump_disabled.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_new_dll_added_to_appinit_dlls_registry_key.yml
T1546,sigma-master/rules/windows/registry/registry_event/registry_event_new_dll_added_to_appinit_dlls_registry_key.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_narrator_feedback_persistance.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_narrator_feedback_persistance.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_runkey_winekey.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_runkey_winekey.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_office_test_regadd.yml
T1137,sigma-master/rules/windows/registry/registry_event/registry_event_office_test_regadd.yml
EXECUTION,sigma-master/rules/windows/registry/registry_event/registry_event_mimikatz_printernightmare.yml
T1204,sigma-master/rules/windows/registry/registry_event/registry_event_mimikatz_printernightmare.yml
2021,sigma-master/rules/windows/registry/registry_event/registry_event_mimikatz_printernightmare.yml
2021,sigma-master/rules/windows/registry/registry_event/registry_event_mimikatz_printernightmare.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_bypass_via_wsreset.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_event/registry_event_bypass_via_wsreset.yml
T1548,sigma-master/rules/windows/registry/registry_event/registry_event_bypass_via_wsreset.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_apt_leviathan.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_apt_leviathan.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_mal_flowcloud.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_mal_flowcloud.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_event/registry_event_stickykey_like_backdoor.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_stickykey_like_backdoor.yml
T1546,sigma-master/rules/windows/registry/registry_event/registry_event_stickykey_like_backdoor.yml
2014-11-003,sigma-master/rules/windows/registry/registry_event/registry_event_stickykey_like_backdoor.yml
2014-11-008,sigma-master/rules/windows/registry/registry_event/registry_event_stickykey_like_backdoor.yml
EXECUTION,sigma-master/rules/windows/registry/registry_event/registry_event_susp_lsass_dll_load.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_susp_lsass_dll_load.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_susp_lsass_dll_load.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_susp_download_run_key.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_susp_download_run_key.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_disable_security_events_logging_adding_reg_key_minint.yml
T1562,sigma-master/rules/windows/registry/registry_event/registry_event_disable_security_events_logging_adding_reg_key_minint.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_disable_security_events_logging_adding_reg_key_minint.yml
COLLECTION,sigma-master/rules/windows/registry/registry_event/registry_event_susp_mic_cam_access.yml
T1125,sigma-master/rules/windows/registry/registry_event/registry_event_susp_mic_cam_access.yml
T1123,sigma-master/rules/windows/registry/registry_event/registry_event_susp_mic_cam_access.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_ssp_added_lsa_config.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_ssp_added_lsa_config.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_cmstp_execution_by_registry.yml
EXECUTION,sigma-master/rules/windows/registry/registry_event/registry_event_cmstp_execution_by_registry.yml
T1218,sigma-master/rules/windows/registry/registry_event/registry_event_cmstp_execution_by_registry.yml
G0069,sigma-master/rules/windows/registry/registry_event/registry_event_cmstp_execution_by_registry.yml
2019-04-001,sigma-master/rules/windows/registry/registry_event/registry_event_cmstp_execution_by_registry.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_apt_oceanlotus_registry.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_apt_oceanlotus_registry.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/registry/registry_event/registry_event_portproxy_registry_key.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_portproxy_registry_key.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/registry/registry_event/registry_event_portproxy_registry_key.yml
T1090,sigma-master/rules/windows/registry/registry_event/registry_event_portproxy_registry_key.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_disable_wdigest_credential_guard.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_disable_wdigest_credential_guard.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_susp_atbroker_change.yml
T1218,sigma-master/rules/windows/registry/registry_event/registry_event_susp_atbroker_change.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_susp_atbroker_change.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_susp_atbroker_change.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/registry/registry_event/registry_event_cve_2021_31979_cve_2021_33771_exploits.yml
T1566,sigma-master/rules/windows/registry/registry_event/registry_event_cve_2021_31979_cve_2021_33771_exploits.yml
T1203,sigma-master/rules/windows/registry/registry_event/registry_event_cve_2021_31979_cve_2021_33771_exploits.yml
2021,sigma-master/rules/windows/registry/registry_event/registry_event_cve_2021_31979_cve_2021_33771_exploits.yml
2021,sigma-master/rules/windows/registry/registry_event/registry_event_cve_2021_31979_cve_2021_33771_exploits.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_dns_serverlevelplugindll.yml
T1574,sigma-master/rules/windows/registry/registry_event/registry_event_dns_serverlevelplugindll.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_dns_serverlevelplugindll.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_net_ntlm_downgrade.yml
T1562,sigma-master/rules/windows/registry/registry_event/registry_event_net_ntlm_downgrade.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_net_ntlm_downgrade.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_add_local_hidden_user.yml
T1136,sigma-master/rules/windows/registry/registry_event/registry_event_add_local_hidden_user.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_runonce_persistence.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_runonce_persistence.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_redmimicry_winnti_reg.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_redmimicry_winnti_reg.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/registry/registry_event/registry_event_esentutl_volume_shadow_copy_service_keys.yml
T1003,sigma-master/rules/windows/registry/registry_event/registry_event_esentutl_volume_shadow_copy_service_keys.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/registry/registry_event/registry_event_hack_wce_reg.yml
T1003,sigma-master/rules/windows/registry/registry_event/registry_event_hack_wce_reg.yml
S0005,sigma-master/rules/windows/registry/registry_event/registry_event_hack_wce_reg.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/registry/registry_event/registry_event_apt_pandemic.yml
T1105,sigma-master/rules/windows/registry/registry_event/registry_event_apt_pandemic.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
G0049,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
T1053,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
S0111,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
T1543,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
T1071,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_modify_screensaver_binary_path.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_event/registry_event_modify_screensaver_binary_path.yml
T1546,sigma-master/rules/windows/registry/registry_event/registry_event_modify_screensaver_binary_path.yml
RESOURCE_DEVELOPMENT,sigma-master/rules/windows/registry/registry_event/registry_event_hybridconnectionmgr_svc_installation.yml
T1608,sigma-master/rules/windows/registry/registry_event/registry_event_hybridconnectionmgr_svc_installation.yml
EXECUTION,sigma-master/rules/windows/registry/registry_event/registry_event_mal_azorult.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_mal_azorult.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_persistence_recycle_bin.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_persistence_recycle_bin.yml
INITIAL_ACCESS,sigma-master/rules/windows/registry/registry_event/registry_event_trust_record_modification.yml
T1566,sigma-master/rules/windows/registry/registry_event/registry_event_trust_record_modification.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_shell_open_keys_manipulation.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_event/registry_event_shell_open_keys_manipulation.yml
T1548,sigma-master/rules/windows/registry/registry_event/registry_event_shell_open_keys_manipulation.yml
T1546,sigma-master/rules/windows/registry/registry_event/registry_event_shell_open_keys_manipulation.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/registry/registry_event/registry_event_silentprocessexit_lsass.yml
T1003,sigma-master/rules/windows/registry/registry_event/registry_event_silentprocessexit_lsass.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/create_remote_thread/sysmon_password_dumper_keepass.yml
T1555,sigma-master/rules/windows/create_remote_thread/sysmon_password_dumper_keepass.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/sysmon_susp_powershell_rundll32.yml
EXECUTION,sigma-master/rules/windows/create_remote_thread/sysmon_susp_powershell_rundll32.yml
T1218,sigma-master/rules/windows/create_remote_thread/sysmon_susp_powershell_rundll32.yml
T1059,sigma-master/rules/windows/create_remote_thread/sysmon_susp_powershell_rundll32.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/sysmon_cobaltstrike_process_injection.yml
T1055,sigma-master/rules/windows/create_remote_thread/sysmon_cobaltstrike_process_injection.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/create_remote_thread/sysmon_password_dumper_lsass.yml
S0005,sigma-master/rules/windows/create_remote_thread/sysmon_password_dumper_lsass.yml
T1003,sigma-master/rules/windows/create_remote_thread/sysmon_password_dumper_lsass.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/create_remote_thread_win_ttdinjec.yml
T1127,sigma-master/rules/windows/create_remote_thread/create_remote_thread_win_ttdinjec.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/create_remote_thread/sysmon_susp_remote_thread.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/sysmon_susp_remote_thread.yml
T1055,sigma-master/rules/windows/create_remote_thread/sysmon_susp_remote_thread.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
T1055,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
EXECUTION,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
T1059,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
T1059,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
T1218,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/sysmon_createremotethread_loadlibrary.yml
T1055,sigma-master/rules/windows/create_remote_thread/sysmon_createremotethread_loadlibrary.yml
EXECUTION,sigma-master/rules/windows/create_remote_thread/sysmon_powershell_code_injection.yml
T1059,sigma-master/rules/windows/create_remote_thread/sysmon_powershell_code_injection.yml
IMPACT,sigma-master/rules/windows/process_creation/proc_creation_win_susp_reg_bitlocker.yml
T1486,sigma-master/rules/windows/process_creation/proc_creation_win_susp_reg_bitlocker.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_susp_dxcap.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_susp_dxcap.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_offlinescannershell.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_offlinescannershell.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_apt_hurricane_panda.yml
G0009,sigma-master/rules/windows/process_creation/proc_creation_win_apt_hurricane_panda.yml
T1068,sigma-master/rules/windows/process_creation/proc_creation_win_apt_hurricane_panda.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_uninstall_sysmon.yml
T1562,sigma-master/rules/windows/process_creation/proc_creation_win_uninstall_sysmon.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_invoke_obfuscation_obfuscated_iex_commandline.yml
T1027,sigma-master/rules/windows/process_creation/proc_creation_win_invoke_obfuscation_obfuscated_iex_commandline.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_invoke_obfuscation_obfuscated_iex_commandline.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_invoke_obfuscation_obfuscated_iex_commandline.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_changepk_slui.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_changepk_slui.yml
T1548,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_changepk_slui.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_hack_krbrelay.yml
T1558,sigma-master/rules/windows/process_creation/proc_creation_win_hack_krbrelay.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_odbcconf.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_susp_odbcconf.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_child_process_as_system_.yml
T1134,sigma-master/rules/windows/process_creation/proc_creation_win_susp_child_process_as_system_.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_pattern.yml
T1106,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_pattern.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_ttdinject.yml
T1127,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_ttdinject.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_download_patterns.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_download_patterns.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_susp_vaultcmd.yml
T1555,sigma-master/rules/windows/process_creation/proc_creation_win_susp_vaultcmd.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_susp_gup_download.yml
T1105,sigma-master/rules/windows/process_creation/proc_creation_win_susp_gup_download.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_ieinstal.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_ieinstal.yml
T1548,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_ieinstal.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_hide_sevices.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_hide_sevices.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_hide_sevices.yml
T1574,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_hide_sevices.yml
DISCOVERY,sigma-master/rules/windows/process_creation/proc_creation_win_susp_findstr_385201.yml
T1518,sigma-master/rules/windows/process_creation/proc_creation_win_susp_findstr_385201.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_headless_browser_file_download.yml
T1105,sigma-master/rules/windows/process_creation/proc_creation_win_headless_browser_file_download.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_protocolhandler_susp_file.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_protocolhandler_susp_file.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/process_creation/proc_creation_win_rdp_hijack_shadowing.yml
T1563,sigma-master/rules/windows/process_creation/proc_creation_win_rdp_hijack_shadowing.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_hh_chm.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_hh_chm.yml
2013-05-009,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_powershell.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_powershell.yml
T1036,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_powershell.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2020_1048.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2020_1048.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2020_1048.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_pktmon.yml
T1040,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_pktmon.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_pingback_backdoor.yml
T1574,sigma-master/rules/windows/process_creation/proc_creation_win_pingback_backdoor.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_mshta_spawn_shell.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_mshta_spawn_shell.yml
2013-02-003,sigma-master/rules/windows/process_creation/proc_creation_win_mshta_spawn_shell.yml
2013-03-001,sigma-master/rules/windows/process_creation/proc_creation_win_mshta_spawn_shell.yml
2014-04-003,sigma-master/rules/windows/process_creation/proc_creation_win_mshta_spawn_shell.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_shadow_copies_creation.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_shadow_copies_creation.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_shadow_copies_creation.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_shadow_copies_creation.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_vboxdrvinst.yml
T1112,sigma-master/rules/windows/process_creation/proc_creation_win_susp_vboxdrvinst.yml
T1204,sigma-master/rules/windows/process_creation/proc_creation_win_lolbins_by_office_applications.yml
T1047,sigma-master/rules/windows/process_creation/proc_creation_win_lolbins_by_office_applications.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_lolbins_by_office_applications.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbins_by_office_applications.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbins_by_office_applications.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_interactive_at.yml
T1053,sigma-master/rules/windows/process_creation/proc_creation_win_interactive_at.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_susp_tscon_localsystem.yml
T1219,sigma-master/rules/windows/process_creation/proc_creation_win_susp_tscon_localsystem.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_renamed_paexec.yml
T1202,sigma-master/rules/windows/process_creation/proc_creation_win_susp_renamed_paexec.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_bcdedit.yml
T1070,sigma-master/rules/windows/process_creation/proc_creation_win_susp_bcdedit.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_susp_bcdedit.yml
T1542,sigma-master/rules/windows/process_creation/proc_creation_win_susp_bcdedit.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_gup.yml
T1574,sigma-master/rules/windows/process_creation/proc_creation_win_susp_gup.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_wlrmdr.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_11882.yml
T1203,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_11882.yml
T1204,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_11882.yml
INITIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_11882.yml
T1566,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_11882.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/process_creation/process_creation_apt_gamaredon_ultravnc.yml
G0047,sigma-master/rules/windows/process_creation/process_creation_apt_gamaredon_ultravnc.yml
T1021,sigma-master/rules/windows/process_creation/process_creation_apt_gamaredon_ultravnc.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_cli_escape.yml
T1140,sigma-master/rules/windows/process_creation/proc_creation_win_susp_cli_escape.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_rundll32_user32_dll.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_powershell_parent_process.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_susp_powershell_parent_process.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_reg_defender_tampering.yml
T1562,sigma-master/rules/windows/process_creation/proc_creation_win_reg_defender_tampering.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
T1140,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
